Weight_kg,BMI,Protein_Intake,Dietary_Habits,Recommended_Meal_Plan
74,23.89,167,Vegetarian,High-Protein Diet
62,22.77,93,Vegan,Balanced Diet
69,22.53,116,Regular,High-Protein Diet
109,32.91,87,Regular,Low-Carb Diet
70,21.6,150,Keto,High-Protein Diet
110,28.34,65,Regular,Low-Fat Diet
75,19.52,87,Keto,Balanced Diet
103,42.87,112,Vegetarian,Balanced Diet
91,24.43,139,Keto,High-Protein Diet
60,24.34,134,Regular,High-Protein Diet
86,35.34,58,Regular,Balanced Diet
60,17.92,192,Keto,High-Protein Diet
76,20.4,58,Vegan,High-Protein Diet
83,31.24,93,Regular,Balanced Diet
87,31.96,150,Vegetarian,High-Protein Diet
110,29.84,127,Regular,High-Protein Diet
102,40.86,88,Regular,Balanced Diet
114,45.09,89,Keto,Low-Fat Diet
52,18.87,112,Keto,Low-Carb Diet
116,44.75,183,Regular,Low-Fat Diet
77,32.05,87,Vegetarian,Low-Fat Diet
63,22.32,55,Keto,Low-Fat Diet
101,27.4,164,Regular,High-Protein Diet
79,21.88,103,Regular,Low-Fat Diet
107,33.77,100,Vegetarian,Low-Carb Diet
103,42.87,166,Keto,Low-Fat Diet
118,38.97,147,Vegetarian,High-Protein Diet
64,21.38,125,Keto,Low-Fat Diet
87,28.74,186,Vegetarian,Balanced Diet
63,23.14,182,Keto,Balanced Diet
106,38.93,130,Regular,High-Protein Diet
108,44.95,163,Keto,High-Protein Diet
57,16.48,110,Regular,Low-Fat Diet
68,23.53,183,Regular,Low-Fat Diet
81,34.6,81,Vegan,Low-Carb Diet
78,23.29,196,Regular,Low-Fat Diet
90,28.73,165,Keto,Balanced Diet
94,26.88,107,Regular,Low-Fat Diet
62,17.17,97,Keto,Low-Fat Diet
76,24.26,158,Regular,Low-Carb Diet
68,24.68,66,Regular,Low-Fat Diet
75,28.23,109,Regular,Balanced Diet
102,41.91,187,Vegetarian,Low-Fat Diet
100,34.2,99,Regular,Low-Fat Diet
86,38.22,152,Regular,Balanced Diet
58,18.31,87,Keto,Low-Carb Diet
101,31.17,161,Vegan,Low-Carb Diet
103,32.15,180,Regular,Balanced Diet
52,19.33,128,Vegetarian,High-Protein Diet
118,42.31,140,Regular,High-Protein Diet
57,16.84,80,Vegetarian,Low-Fat Diet
63,15.91,65,Regular,High-Protein Diet
52,16.23,77,Keto,Balanced Diet
73,21.8,153,Vegan,Balanced Diet
62,17.0,122,Regular,Balanced Diet
92,35.94,122,Regular,High-Protein Diet
78,25.18,120,Vegetarian,Low-Carb Diet
100,33.41,109,Regular,High-Protein Diet
91,26.88,113,Keto,Low-Fat Diet
80,22.63,109,Vegetarian,Balanced Diet
112,45.44,148,Keto,High-Protein Diet
75,26.89,85,Vegetarian,Balanced Diet
67,25.53,83,Vegan,Balanced Diet
106,28.16,199,Regular,Low-Carb Diet
56,18.71,143,Keto,Low-Carb Diet
97,32.79,94,Vegan,Low-Fat Diet
109,42.05,120,Vegetarian,Balanced Diet
82,20.92,51,Regular,High-Protein Diet
52,16.23,143,Regular,High-Protein Diet
53,16.36,189,Vegetarian,Low-Fat Diet
53,16.92,149,Vegan,Low-Carb Diet
91,31.12,151,Regular,Balanced Diet
58,15.57,76,Regular,Low-Carb Diet
100,31.92,147,Regular,Low-Carb Diet
66,25.15,124,Vegetarian,Balanced Diet
66,21.8,197,Vegetarian,Low-Carb Diet
69,18.52,81,Keto,High-Protein Diet
63,16.57,90,Vegetarian,Low-Carb Diet
71,29.17,137,Vegetarian,Balanced Diet
101,26.84,51,Vegan,Low-Fat Diet
76,31.63,111,Keto,Low-Fat Diet
92,30.74,169,Keto,High-Protein Diet
52,18.42,102,Keto,High-Protein Diet
57,20.2,106,Regular,Low-Fat Diet
59,17.24,97,Regular,High-Protein Diet
78,31.24,183,Vegetarian,Low-Carb Diet
89,22.93,193,Keto,Low-Fat Diet
114,33.31,188,Regular,Low-Fat Diet
70,20.02,158,Vegetarian,High-Protein Diet
73,20.44,95,Regular,Balanced Diet
109,34.4,122,Regular,High-Protein Diet
75,25.06,106,Vegan,Balanced Diet
58,14.94,56,Regular,Low-Fat Diet
69,29.09,101,Regular,Balanced Diet
105,28.78,79,Vegetarian,Low-Fat Diet
85,22.58,104,Vegan,Low-Carb Diet
85,27.76,199,Vegan,High-Protein Diet
71,26.72,53,Regular,Balanced Diet
50,14.15,54,Regular,Low-Fat Diet
118,37.24,199,Vegetarian,High-Protein Diet
86,35.8,117,Regular,Low-Fat Diet
62,25.48,153,Vegetarian,Balanced Diet
92,26.59,181,Regular,Low-Fat Diet
86,30.84,158,Regular,Low-Carb Diet
74,25.01,64,Vegetarian,High-Protein Diet
70,18.79,173,Keto,Low-Fat Diet
90,25.74,193,Keto,High-Protein Diet
91,40.44,133,Regular,Low-Fat Diet
91,38.87,82,Keto,Balanced Diet
51,13.69,144,Vegan,Balanced Diet
117,30.46,74,Regular,Low-Fat Diet
57,16.84,86,Vegetarian,Low-Carb Diet
110,37.18,67,Regular,Low-Carb Diet
63,20.34,74,Keto,Low-Fat Diet
70,22.86,169,Regular,Low-Fat Diet
73,29.62,192,Regular,Low-Carb Diet
99,26.86,84,Vegetarian,High-Protein Diet
94,34.53,117,Regular,Balanced Diet
113,31.3,174,Keto,Balanced Diet
113,48.91,133,Regular,High-Protein Diet
75,22.89,61,Regular,Low-Fat Diet
81,34.15,143,Regular,Low-Fat Diet
106,37.11,154,Keto,Low-Fat Diet
102,38.39,199,Regular,Low-Fat Diet
82,25.03,108,Vegetarian,High-Protein Diet
101,32.98,110,Vegetarian,Balanced Diet
67,17.44,184,Regular,Low-Fat Diet
84,34.96,196,Regular,Balanced Diet
61,17.82,197,Keto,High-Protein Diet
100,27.99,182,Regular,High-Protein Diet
59,24.88,164,Regular,Low-Fat Diet
101,38.48,56,Vegetarian,Low-Fat Diet
83,25.34,197,Regular,Low-Carb Diet
116,42.61,147,Regular,Low-Carb Diet
88,39.11,184,Regular,Low-Carb Diet
57,21.72,133,Regular,Low-Carb Diet
78,30.47,113,Regular,High-Protein Diet
71,28.8,115,Regular,Low-Fat Diet
119,39.31,56,Regular,Low-Fat Diet
110,30.79,140,Regular,Low-Carb Diet
92,28.08,64,Vegan,Low-Fat Diet
98,32.74,132,Vegan,Low-Fat Diet
78,24.9,83,Regular,Balanced Diet
80,30.11,115,Vegetarian,Low-Carb Diet
102,27.1,60,Vegetarian,Balanced Diet
83,35.92,59,Regular,Low-Carb Diet
87,25.42,169,Keto,Low-Fat Diet
106,34.22,141,Regular,Balanced Diet
53,18.56,158,Keto,Balanced Diet
51,13.28,61,Vegan,Low-Carb Diet
61,22.68,170,Regular,Low-Fat Diet
84,27.12,168,Regular,Balanced Diet
119,31.62,54,Regular,High-Protein Diet
70,19.39,68,Regular,High-Protein Diet
110,35.11,121,Keto,High-Protein Diet
84,27.74,86,Vegan,Low-Fat Diet
97,26.59,77,Regular,High-Protein Diet
64,17.18,93,Keto,High-Protein Diet
64,16.83,121,Vegetarian,Balanced Diet
55,16.6,169,Vegetarian,Balanced Diet
117,30.77,69,Regular,Balanced Diet
71,26.72,148,Vegetarian,Low-Carb Diet
81,32.86,183,Regular,Low-Fat Diet
71,18.29,118,Keto,High-Protein Diet
76,28.6,166,Vegetarian,Balanced Diet
64,28.44,177,Regular,Low-Fat Diet
93,34.16,61,Regular,Low-Carb Diet
58,20.8,166,Regular,Low-Carb Diet
83,34.11,192,Keto,Low-Fat Diet
64,23.8,136,Regular,Low-Fat Diet
111,37.09,112,Vegetarian,High-Protein Diet
94,23.98,166,Vegetarian,Balanced Diet
107,40.77,56,Keto,High-Protein Diet
68,27.24,50,Keto,Low-Carb Diet
65,24.17,121,Vegetarian,Low-Carb Diet
57,16.84,199,Regular,Low-Fat Diet
82,27.4,101,Vegan,Balanced Diet
67,20.23,144,Regular,Low-Carb Diet
84,30.85,92,Vegetarian,Balanced Diet
92,37.32,88,Regular,Balanced Diet
99,31.25,198,Regular,High-Protein Diet
52,17.58,166,Regular,Balanced Diet
108,28.7,64,Regular,Low-Carb Diet
77,23.77,141,Keto,High-Protein Diet
95,26.6,172,Vegetarian,Low-Carb Diet
113,28.82,72,Vegetarian,Low-Fat Diet
119,44.79,140,Regular,High-Protein Diet
96,29.96,129,Vegan,Balanced Diet
63,17.82,100,Vegan,Low-Fat Diet
56,18.08,72,Regular,Low-Carb Diet
80,20.82,163,Regular,Balanced Diet
100,36.73,95,Regular,Low-Carb Diet
78,32.47,143,Regular,High-Protein Diet
64,19.32,110,Regular,Low-Fat Diet
74,19.87,193,Vegetarian,Low-Fat Diet
110,39.44,163,Regular,Low-Carb Diet
90,33.06,109,Vegetarian,Low-Carb Diet
118,45.52,198,Vegetarian,Low-Carb Diet
53,18.56,56,Regular,High-Protein Diet
106,28.16,119,Keto,High-Protein Diet
80,22.4,69,Keto,High-Protein Diet
52,16.41,93,Vegetarian,High-Protein Diet
116,36.2,189,Keto,Balanced Diet
99,32.33,108,Vegan,High-Protein Diet
66,22.57,93,Regular,High-Protein Diet
109,32.91,130,Regular,Balanced Diet
115,32.54,89,Regular,Low-Fat Diet
73,19.0,179,Keto,High-Protein Diet
81,25.56,70,Regular,Balanced Diet
68,23.26,189,Vegan,Low-Fat Diet
115,30.56,127,Regular,Low-Carb Diet
109,41.53,137,Vegetarian,Low-Fat Diet
115,46.07,189,Regular,Low-Carb Diet
64,21.38,101,Keto,Balanced Diet
84,31.23,63,Keto,Balanced Diet
118,34.48,195,Regular,Balanced Diet
76,28.96,113,Regular,Balanced Diet
56,18.08,195,Keto,Low-Fat Diet
55,14.77,108,Vegetarian,Balanced Diet
82,23.7,172,Keto,High-Protein Diet
107,43.97,146,Vegetarian,Balanced Diet
98,39.76,158,Vegetarian,Balanced Diet
66,19.08,115,Vegetarian,Low-Carb Diet
91,25.21,164,Keto,High-Protein Diet
89,33.5,61,Vegetarian,Low-Carb Diet
95,36.65,71,Regular,High-Protein Diet
119,34.77,191,Regular,Low-Fat Diet
117,32.75,58,Keto,Low-Fat Diet
50,18.14,56,Regular,Low-Fat Diet
101,28.27,154,Keto,Balanced Diet
84,26.51,69,Regular,High-Protein Diet
118,38.09,128,Regular,Low-Fat Diet
54,24.0,163,Regular,High-Protein Diet
66,19.71,147,Vegetarian,Low-Fat Diet
102,43.57,164,Vegetarian,Low-Carb Diet
101,33.75,69,Regular,Low-Fat Diet
63,21.8,190,Vegetarian,Low-Carb Diet
78,23.55,74,Regular,Balanced Diet
57,23.42,170,Vegetarian,Low-Carb Diet
50,22.22,85,Regular,High-Protein Diet
78,21.61,52,Vegetarian,Low-Carb Diet
85,36.79,96,Regular,Low-Fat Diet
100,26.85,189,Keto,High-Protein Diet
86,31.98,77,Regular,Low-Fat Diet
118,36.42,124,Regular,Low-Carb Diet
102,37.47,130,Vegetarian,Balanced Diet
101,39.95,191,Regular,Low-Fat Diet
61,19.25,80,Regular,Balanced Diet
101,42.04,160,Vegan,High-Protein Diet
50,15.78,109,Vegetarian,Low-Carb Diet
56,20.32,152,Regular,Low-Carb Diet
66,22.57,126,Regular,Low-Carb Diet
92,30.74,69,Keto,Low-Fat Diet
66,23.95,60,Regular,Low-Fat Diet
108,37.37,155,Regular,Low-Fat Diet
52,13.13,181,Keto,High-Protein Diet
78,30.47,96,Regular,Balanced Diet
71,29.17,171,Vegetarian,Balanced Diet
87,23.85,188,Vegan,Low-Carb Diet
103,29.14,165,Keto,Low-Fat Diet
99,41.74,99,Vegetarian,High-Protein Diet
118,31.68,102,Regular,Low-Carb Diet
79,20.36,144,Keto,High-Protein Diet
72,24.91,191,Regular,High-Protein Diet
96,34.42,96,Keto,Low-Carb Diet
70,20.68,67,Regular,Low-Fat Diet
69,24.16,116,Keto,High-Protein Diet
72,26.77,158,Regular,Low-Carb Diet
117,49.33,152,Regular,High-Protein Diet
70,26.67,144,Regular,Balanced Diet
70,27.01,137,Regular,High-Protein Diet
50,17.3,99,Vegan,Low-Carb Diet
64,18.5,194,Regular,Low-Carb Diet
66,27.47,173,Vegetarian,Low-Carb Diet
100,41.09,103,Keto,Low-Fat Diet
112,36.57,140,Regular,Low-Fat Diet
63,17.27,58,Vegetarian,High-Protein Diet
108,27.83,71,Regular,Balanced Diet
99,40.16,89,Regular,High-Protein Diet
83,33.25,127,Regular,High-Protein Diet
55,17.76,150,Regular,High-Protein Diet
98,41.86,101,Keto,Balanced Diet
55,19.03,153,Regular,Low-Fat Diet
118,36.42,97,Regular,High-Protein Diet
56,19.38,71,Regular,High-Protein Diet
100,27.99,153,Vegetarian,Balanced Diet
50,16.51,94,Regular,High-Protein Diet
62,17.54,77,Regular,High-Protein Diet
92,34.21,116,Keto,Low-Fat Diet
76,22.45,135,Regular,High-Protein Diet
52,13.26,87,Regular,Low-Carb Diet
107,29.03,152,Regular,Balanced Diet
66,18.28,136,Vegetarian,Low-Carb Diet
94,27.17,55,Vegetarian,Balanced Diet
107,29.33,191,Regular,High-Protein Diet
105,27.33,85,Vegetarian,Balanced Diet
103,32.88,100,Regular,High-Protein Diet
78,29.36,136,Vegetarian,Low-Fat Diet
103,44.0,126,Regular,Low-Carb Diet
76,26.61,93,Regular,High-Protein Diet
94,28.07,94,Keto,Low-Fat Diet
80,30.86,164,Regular,High-Protein Diet
85,25.66,161,Regular,Low-Carb Diet
110,36.75,55,Regular,Balanced Diet
86,30.11,159,Regular,Low-Carb Diet
116,48.91,141,Vegan,Low-Fat Diet
85,24.31,184,Vegetarian,Balanced Diet
54,16.85,144,Vegetarian,Balanced Diet
95,31.74,142,Vegetarian,High-Protein Diet
101,27.4,96,Regular,Low-Carb Diet
98,27.43,156,Regular,Low-Fat Diet
55,22.6,71,Vegetarian,Balanced Diet
59,17.24,116,Regular,Low-Carb Diet
72,20.59,153,Regular,Low-Carb Diet
66,24.24,62,Regular,Low-Carb Diet
93,34.58,105,Regular,Low-Carb Diet
90,23.67,126,Vegan,High-Protein Diet
64,21.63,61,Vegan,High-Protein Diet
93,35.88,54,Keto,Low-Fat Diet
107,33.77,176,Regular,Low-Fat Diet
99,26.58,125,Keto,Low-Fat Diet
101,26.02,123,Regular,High-Protein Diet
119,44.24,64,Regular,Balanced Diet
117,36.93,115,Regular,Low-Carb Diet
112,29.76,87,Regular,High-Protein Diet
107,29.03,147,Regular,High-Protein Diet
72,18.37,104,Regular,High-Protein Diet
93,32.18,96,Vegetarian,Low-Fat Diet
93,34.58,153,Vegan,Low-Fat Diet
101,38.01,63,Regular,Low-Fat Diet
116,31.8,192,Vegan,Balanced Diet
77,20.67,56,Keto,Low-Carb Diet
116,42.61,87,Keto,Low-Carb Diet
67,24.91,176,Regular,High-Protein Diet
76,20.83,178,Keto,Low-Carb Diet
100,42.72,63,Regular,Balanced Diet
109,35.19,74,Regular,High-Protein Diet
98,33.13,166,Vegan,Low-Carb Diet
64,20.2,185,Keto,Low-Fat Diet
117,32.41,55,Keto,Balanced Diet
64,25.64,128,Keto,Low-Fat Diet
100,27.13,69,Vegan,High-Protein Diet
97,26.31,130,Regular,Low-Fat Diet
50,20.55,145,Regular,Low-Fat Diet
56,15.35,183,Regular,Low-Carb Diet
102,43.57,187,Regular,Balanced Diet
80,33.73,186,Vegetarian,Low-Carb Diet
67,28.25,104,Vegetarian,Balanced Diet
61,23.83,124,Regular,High-Protein Diet
97,26.87,124,Keto,High-Protein Diet
79,25.22,143,Vegetarian,Low-Carb Diet
56,20.57,108,Regular,Low-Fat Diet
52,14.4,159,Keto,High-Protein Diet
112,34.96,166,Vegan,Balanced Diet
55,23.5,60,Vegan,Balanced Diet
64,28.07,62,Regular,Low-Fat Diet
92,24.19,111,Keto,High-Protein Diet
67,29.0,163,Vegan,Low-Fat Diet
71,17.93,120,Regular,High-Protein Diet
110,38.06,144,Vegetarian,Balanced Diet
110,45.79,156,Vegetarian,Balanced Diet
102,27.67,71,Regular,Balanced Diet
75,26.89,87,Keto,Low-Fat Diet
89,23.89,191,Regular,Low-Carb Diet
57,24.03,55,Regular,Low-Carb Diet
70,28.04,80,Vegetarian,Low-Carb Diet
92,32.21,174,Regular,Balanced Diet
70,22.34,100,Regular,High-Protein Diet
52,16.98,180,Regular,Low-Fat Diet
80,28.69,194,Keto,Balanced Diet
76,26.93,69,Vegetarian,Low-Carb Diet
76,32.89,184,Regular,Low-Carb Diet
106,42.46,194,Regular,High-Protein Diet
82,23.96,107,Vegetarian,Low-Fat Diet
93,28.7,166,Regular,Balanced Diet
92,23.47,62,Vegetarian,Low-Carb Diet
80,29.03,54,Regular,Balanced Diet
114,38.53,114,Regular,Low-Fat Diet
66,19.71,194,Regular,High-Protein Diet
64,17.73,193,Vegetarian,High-Protein Diet
83,22.99,195,Regular,High-Protein Diet
53,22.35,141,Regular,Balanced Diet
77,28.63,52,Vegetarian,Balanced Diet
51,13.28,195,Regular,High-Protein Diet
66,28.57,177,Vegan,Balanced Diet
107,37.91,127,Keto,High-Protein Diet
58,18.51,66,Vegan,Low-Fat Diet
80,34.63,132,Vegetarian,Balanced Diet
115,32.89,110,Vegetarian,Balanced Diet
111,47.42,121,Vegan,High-Protein Diet
68,22.72,117,Regular,High-Protein Diet
104,32.1,142,Vegetarian,High-Protein Diet
77,20.46,105,Regular,Balanced Diet
99,26.3,176,Vegan,High-Protein Diet
114,44.53,124,Regular,Low-Carb Diet
52,15.03,125,Vegetarian,Balanced Diet
101,44.89,191,Regular,Balanced Diet
59,23.63,120,Vegetarian,High-Protein Diet
70,25.4,116,Regular,Balanced Diet
86,38.22,188,Keto,Balanced Diet
64,27.7,51,Keto,Balanced Diet
58,15.1,66,Keto,Low-Carb Diet
93,30.37,107,Keto,Low-Carb Diet
88,27.16,174,Vegetarian,High-Protein Diet
54,17.63,72,Vegetarian,Balanced Diet
74,25.01,82,Regular,Low-Carb Diet
105,32.77,94,Vegan,Low-Fat Diet
113,44.7,127,Regular,High-Protein Diet
101,40.98,98,Regular,High-Protein Diet
58,15.57,155,Regular,Low-Fat Diet
59,19.49,69,Regular,High-Protein Diet
59,20.18,160,Regular,Low-Fat Diet
111,41.27,194,Regular,Low-Fat Diet
109,30.19,158,Regular,Balanced Diet
68,26.9,185,Regular,High-Protein Diet
87,30.46,56,Keto,Low-Fat Diet
55,15.24,98,Keto,Balanced Diet
64,16.66,79,Vegetarian,High-Protein Diet
96,32.45,101,Regular,High-Protein Diet
94,41.78,103,Regular,Balanced Diet
54,23.68,101,Vegetarian,Balanced Diet
102,36.14,134,Regular,Low-Carb Diet
115,43.28,156,Vegetarian,Low-Fat Diet
111,45.03,52,Vegan,High-Protein Diet
72,20.59,144,Regular,Balanced Diet
93,35.88,65,Regular,High-Protein Diet
101,32.98,120,Regular,Low-Fat Diet
95,30.67,166,Regular,High-Protein Diet
68,21.46,147,Keto,Low-Carb Diet
96,35.69,91,Vegan,Low-Fat Diet
101,26.56,171,Vegetarian,Low-Fat Diet
73,32.44,158,Regular,Low-Carb Diet
66,17.9,82,Keto,Low-Fat Diet
95,30.32,78,Regular,High-Protein Diet
113,48.91,163,Regular,Balanced Diet
77,27.61,144,Vegetarian,Low-Fat Diet
99,29.56,140,Regular,High-Protein Diet
113,34.49,152,Vegan,High-Protein Diet
77,24.3,111,Regular,Balanced Diet
105,34.68,57,Keto,High-Protein Diet
108,35.27,92,Regular,Low-Fat Diet
54,15.28,162,Vegetarian,Low-Fat Diet
103,41.79,61,Keto,Low-Fat Diet
93,32.95,133,Regular,Balanced Diet
91,23.69,89,Regular,Balanced Diet
106,29.06,54,Regular,Balanced Diet
96,32.83,106,Regular,Balanced Diet
74,23.36,159,Regular,Low-Carb Diet
93,28.08,159,Keto,Balanced Diet
64,18.3,50,Regular,Balanced Diet
100,26.57,122,Regular,High-Protein Diet
102,26.82,154,Regular,Balanced Diet
83,24.52,83,Regular,Low-Carb Diet
57,15.46,121,Regular,High-Protein Diet
119,51.51,82,Regular,Low-Carb Diet
70,24.8,105,Keto,High-Protein Diet
56,22.15,125,Keto,Low-Carb Diet
105,33.9,149,Vegetarian,High-Protein Diet
98,36.44,132,Regular,High-Protein Diet
91,35.55,198,Vegetarian,Balanced Diet
72,18.74,181,Regular,Low-Fat Diet
101,32.98,60,Vegetarian,Low-Carb Diet
102,34.08,172,Vegan,Balanced Diet
65,24.77,182,Keto,High-Protein Diet
86,26.25,109,Vegetarian,Balanced Diet
67,19.37,115,Vegetarian,Balanced Diet
69,29.48,154,Keto,Low-Carb Diet
95,36.2,193,Regular,Balanced Diet
51,20.43,125,Keto,Low-Carb Diet
112,28.57,139,Vegan,Low-Fat Diet
52,15.53,61,Keto,Balanced Diet
95,27.46,75,Regular,High-Protein Diet
98,25.25,117,Vegetarian,Balanced Diet
50,20.55,76,Vegetarian,Balanced Diet
71,31.56,102,Keto,High-Protein Diet
63,24.3,136,Regular,Balanced Diet
94,32.53,134,Regular,Balanced Diet
55,21.48,86,Regular,High-Protein Diet
114,30.6,94,Vegetarian,Balanced Diet
70,18.79,180,Regular,Low-Fat Diet
53,14.23,183,Keto,Low-Fat Diet
52,19.57,183,Vegetarian,Balanced Diet
79,23.59,126,Vegetarian,High-Protein Diet
80,23.89,66,Regular,High-Protein Diet
83,27.41,60,Regular,Low-Fat Diet
69,29.48,172,Vegetarian,High-Protein Diet
103,33.63,115,Keto,High-Protein Diet
74,27.18,83,Vegan,High-Protein Diet
64,25.32,193,Vegan,Balanced Diet
87,23.12,173,Vegan,Low-Carb Diet
72,31.58,86,Regular,Low-Fat Diet
101,29.83,199,Vegetarian,High-Protein Diet
115,40.75,84,Regular,Balanced Diet
106,44.12,184,Regular,High-Protein Diet
106,37.56,99,Keto,Low-Fat Diet
101,40.98,166,Vegan,Low-Carb Diet
84,31.62,64,Regular,High-Protein Diet
63,24.92,181,Regular,Low-Fat Diet
63,27.27,137,Regular,Low-Fat Diet
82,23.45,62,Vegan,Low-Fat Diet
101,31.88,78,Regular,High-Protein Diet
50,18.59,99,Regular,Low-Fat Diet
83,28.06,65,Vegetarian,Low-Carb Diet
68,22.99,50,Regular,Balanced Diet
73,26.18,83,Vegan,Low-Fat Diet
53,13.94,147,Keto,Balanced Diet
85,30.12,153,Keto,Balanced Diet
107,34.15,82,Regular,Low-Fat Diet
81,26.45,192,Regular,High-Protein Diet
58,22.94,130,Keto,Balanced Diet
116,30.2,84,Regular,High-Protein Diet
69,29.48,169,Vegetarian,High-Protein Diet
111,48.68,107,Regular,Low-Fat Diet
107,46.31,126,Vegan,Low-Carb Diet
71,29.17,198,Regular,Low-Carb Diet
116,42.61,88,Vegan,High-Protein Diet
97,29.94,50,Keto,High-Protein Diet
57,22.55,98,Keto,High-Protein Diet
64,22.68,126,Keto,Low-Carb Diet
81,25.85,92,Regular,High-Protein Diet
102,37.02,162,Vegan,Balanced Diet
116,37.03,137,Vegetarian,Balanced Diet
53,18.78,137,Regular,Balanced Diet
79,22.84,126,Regular,High-Protein Diet
62,20.96,149,Regular,Low-Fat Diet
70,24.51,182,Regular,High-Protein Diet
90,34.29,127,Vegetarian,Balanced Diet
68,25.91,119,Vegetarian,Low-Carb Diet
97,26.31,179,Keto,Balanced Diet
112,43.75,158,Regular,Low-Carb Diet
69,17.78,117,Regular,High-Protein Diet
113,42.01,112,Vegan,Balanced Diet
86,31.21,129,Regular,High-Protein Diet
80,20.2,149,Regular,High-Protein Diet
67,21.39,134,Regular,High-Protein Diet
69,24.45,130,Regular,High-Protein Diet
60,25.63,116,Keto,Low-Fat Diet
93,31.8,137,Regular,Low-Carb Diet
113,38.64,132,Vegetarian,Low-Fat Diet
83,23.99,147,Keto,High-Protein Diet
114,32.25,52,Regular,Low-Fat Diet
104,31.05,60,Regular,Low-Carb Diet
50,15.09,160,Regular,Balanced Diet
87,23.36,79,Regular,High-Protein Diet
58,15.9,99,Regular,High-Protein Diet
66,18.48,116,Vegetarian,Low-Fat Diet
101,30.49,153,Vegetarian,Balanced Diet
67,25.85,89,Regular,Low-Carb Diet
112,49.12,65,Keto,Balanced Diet
82,26.17,149,Keto,Balanced Diet
53,20.96,151,Regular,Balanced Diet
101,34.54,89,Keto,Balanced Diet
58,21.05,115,Vegan,Low-Carb Diet
113,36.9,153,Regular,Low-Fat Diet
79,34.19,188,Regular,High-Protein Diet
57,23.42,183,Regular,Low-Fat Diet
54,14.5,186,Vegetarian,High-Protein Diet
112,45.44,196,Vegetarian,Low-Fat Diet
50,17.51,182,Keto,Low-Fat Diet
64,24.69,54,Regular,Low-Carb Diet
87,25.7,103,Regular,Balanced Diet
91,33.02,61,Vegetarian,Low-Carb Diet
95,30.32,183,Regular,Low-Carb Diet
102,28.25,140,Regular,High-Protein Diet
75,29.67,153,Keto,High-Protein Diet
110,37.62,136,Vegetarian,Low-Fat Diet
116,33.17,162,Regular,Low-Fat Diet
103,31.1,87,Keto,Balanced Diet
71,24.28,109,Vegetarian,Low-Fat Diet
75,20.13,191,Regular,Low-Carb Diet
109,31.51,116,Keto,Low-Fat Diet
88,33.53,165,Regular,High-Protein Diet
85,27.44,117,Regular,High-Protein Diet
70,26.03,74,Vegetarian,Low-Fat Diet
90,30.78,57,Regular,Balanced Diet
97,30.27,74,Keto,Low-Fat Diet
75,20.35,79,Keto,Low-Fat Diet
112,31.35,164,Regular,Low-Carb Diet
85,24.57,128,Vegetarian,Balanced Diet
73,21.8,94,Regular,Low-Fat Diet
70,18.79,96,Regular,Low-Carb Diet
67,20.01,131,Vegetarian,Low-Fat Diet
64,16.49,91,Vegetarian,Low-Fat Diet
55,16.25,56,Regular,Low-Carb Diet
92,25.22,53,Keto,Balanced Diet
80,28.34,103,Vegetarian,Low-Carb Diet
77,31.24,154,Regular,Low-Fat Diet
57,16.13,80,Keto,High-Protein Diet
78,23.55,129,Keto,Balanced Diet
70,18.79,110,Vegetarian,High-Protein Diet
107,34.15,171,Vegetarian,Balanced Diet
109,31.51,180,Vegetarian,Low-Fat Diet
99,25.51,52,Regular,High-Protein Diet
80,26.42,52,Regular,High-Protein Diet
96,28.05,132,Keto,Low-Fat Diet
83,30.12,53,Regular,Low-Carb Diet
51,17.04,108,Keto,Low-Fat Diet
116,40.14,84,Regular,Low-Fat Diet
101,44.3,102,Vegetarian,Balanced Diet
56,17.28,193,Regular,Low-Fat Diet
68,18.26,169,Vegetarian,Low-Fat Diet
64,19.32,162,Vegetarian,Low-Carb Diet
97,30.27,117,Regular,Low-Carb Diet
63,24.3,162,Vegetarian,Balanced Diet
52,13.96,70,Vegan,Low-Fat Diet
99,38.19,138,Vegetarian,Low-Fat Diet
103,26.27,52,Regular,Balanced Diet
55,18.38,105,Keto,Balanced Diet
98,32.74,195,Regular,High-Protein Diet
72,28.12,133,Vegetarian,High-Protein Diet
69,26.29,64,Keto,Low-Carb Diet
109,35.19,79,Keto,Balanced Diet
94,38.14,113,Regular,Low-Carb Diet
110,43.51,112,Vegan,Low-Fat Diet
105,42.6,56,Regular,Low-Fat Diet
51,17.86,135,Keto,Low-Fat Diet
94,38.14,121,Regular,Low-Fat Diet
89,35.65,72,Keto,Low-Carb Diet
73,30.0,125,Regular,Low-Fat Diet
78,29.36,55,Vegan,Balanced Diet
116,37.03,63,Vegetarian,Low-Fat Diet
117,51.31,77,Regular,Low-Fat Diet
115,31.2,54,Regular,Low-Fat Diet
103,41.79,105,Keto,Low-Fat Diet
102,38.87,170,Regular,Low-Carb Diet
98,33.91,181,Vegan,High-Protein Diet
81,21.08,78,Regular,Low-Fat Diet
110,35.11,160,Vegan,Low-Fat Diet
91,26.88,163,Regular,Balanced Diet
50,16.9,56,Vegetarian,Low-Fat Diet
112,29.45,197,Regular,Balanced Diet
84,31.23,113,Keto,High-Protein Diet
100,43.86,161,Vegan,Low-Fat Diet
94,36.26,92,Keto,Balanced Diet
114,33.31,149,Vegetarian,Balanced Diet
